,away,bet.result,betting.opportunity,bookie,day,game.result,home,month,outcome,predicted.bookie.rank,predicted.run.rank,predicted.runs,the.bet,year,date
0,NYM,100,8.5,7.5,7,OVER,SD,5,13.0,2.5,11.0,9.909046553745897,OVER,2019,2019-05-07
1,KC,-100,7.5,9.5,7,OVER,HOU,5,14.0,10.5,3.0,9.01337004107644,UNDER,2019,2019-05-07
2,MIA,100,7.0,6.5,7,OVER,CHC,5,7.0,1.0,8.0,9.681129207466943,OVER,2019,2019-05-07
3,CWS,-100,6.5,8.5,7,UNDER,CLE,5,2.0,5.5,12.0,9.987898051903722,OVER,2019,2019-05-07
4,MIN,100,6.0,9.0,7,UNDER,TOR,5,3.0,8.0,2.0,8.71438653232404,UNDER,2019,2019-05-07
5,ATL,100,4.5,7.5,7,OVER,LAD,5,9.0,2.5,7.0,9.396823664981381,OVER,2019,2019-05-07
6,WSH,100,3.0,8.0,7,UNDER,MIL,5,6.0,4.0,1.0,8.6633342709502,UNDER,2019,2019-05-07
7,CIN,100,3.0,9.0,7,UNDER,OAK,5,2.0,8.0,5.0,9.233989454357491,UNDER,2019,2019-05-07
8,BOS,-100,2.5,10.0,7,OVER,BAL,5,13.0,12.5,10.0,9.760754702655678,UNDER,2019,2019-05-07
9,PHI,-100,2.0,9.0,7,OVER,STL,5,12.0,8.0,6.0,9.379845562373244,UNDER,2019,2019-05-07
10,SEA,100,1.5,9.5,7,UNDER,NYY,5,9.0,10.5,9.0,9.740280508450821,UNDER,2019,2019-05-07
11,TEX,-100,1.5,8.5,7,OVER,PIT,5,9.0,5.5,4.0,9.2339029368469,UNDER,2019,2019-05-07
12,SF,100,0.5,10.0,7,OVER,COL,5,18.0,12.5,13.0,10.776240394821356,OVER,2019,2019-05-07
0,WSH,-100,8.0,8.0,10,UNDER,LAD,5,5.0,4.0,12.0,10.244745918282863,OVER,2019,2019-05-10
1,CWS,100,8.0,9.5,10,UNDER,TOR,5,7.0,11.0,3.0,9.083840462633232,UNDER,2019,2019-05-10
2,TEX,100,5.5,8.5,10,UNDER,HOU,5,3.0,6.5,1.0,8.73567488412532,UNDER,2019,2019-05-10
3,MIA,100,5.0,7.0,10,OVER,NYM,5,13.0,2.0,7.0,9.670219292013314,OVER,2019,2019-05-10
4,LAA,0,4.0,11.0,10,PUSH,BAL,5,11.0,14.0,10.0,9.928244438253452,UNDER,2019,2019-05-10
5,CIN,0,2.0,7.0,10,PUSH,SF,5,7.0,2.0,4.0,9.090806264232661,OVER,2019,2019-05-10
6,PHI,-100,1.5,9.0,10,UNDER,KC,5,6.0,9.5,11.0,10.138642953083606,OVER,2019,2019-05-10
7,PIT,-100,1.5,8.5,10,UNDER,STL,5,3.0,6.5,8.0,9.851775160089362,OVER,2019,2019-05-10
8,SEA,100,1.5,10.0,10,OVER,BOS,5,15.0,12.5,14.0,11.478837226628336,OVER,2019,2019-05-10
9,CLE,100,1.5,8.5,10,UNDER,OAK,5,7.0,6.5,5.0,9.46941837369122,UNDER,2019,2019-05-10
10,DET,100,0.5,9.0,10,UNDER,MIN,5,6.0,9.5,9.0,9.870308418866717,UNDER,2019,2019-05-10
11,ATL,100,0.5,8.5,10,UNDER,ARI,5,3.0,6.5,6.0,9.542482497323409,UNDER,2019,2019-05-10
12,SD,100,0.5,10.0,10,OVER,COL,5,14.0,12.5,13.0,10.737339497528893,OVER,2019,2019-05-10
13,NYY,0,0.0,7.0,10,PUSH,TB,5,7.0,2.0,2.0,9.079987183490706,OVER,2019,2019-05-10
0,CHC,-100,7.5,9.0,1,OVER,SEA,5,11.0,11.5,4.0,9.496805719512825,UNDER,2019,2019-05-01
1,STL,-100,6.5,7.5,1,UNDER,WSH,5,6.0,4.5,11.0,10.134991646047137,OVER,2019,2019-05-01
2,DET,100,5.5,8.0,1,OVER,PHI,5,10.0,6.5,12.0,10.319923936471584,OVER,2019,2019-05-01
3,COL,-100,4.5,9.0,1,OVER,MIL,5,15.0,11.5,7.0,9.630700327178443,UNDER,2019,2019-05-01
4,HOU,100,2.5,9.0,1,UNDER,MIN,5,8.0,11.5,9.0,9.995372533294557,UNDER,2019,2019-05-01
5,BAL,0,1.5,9.0,1,PUSH,CWS,5,9.0,11.5,13.0,10.425112679771377,OVER,2019,2019-05-01
6,TB,-100,1.5,8.5,1,UNDER,KC,5,5.0,8.5,10.0,10.100526384761354,OVER,2019,2019-05-01
7,BAL,-100,0.5,8.5,1,OVER,CWS,5,13.0,8.5,8.0,9.886334752452726,UNDER,2019,2019-05-01
8,CIN,-100,0.5,6.5,1,UNDER,NYM,5,1.0,1.5,2.0,9.137678170690496,OVER,2019,2019-05-01
9,NYY,-100,0.5,7.5,1,UNDER,ARI,5,5.0,4.5,5.0,9.580605929876329,OVER,2019,2019-05-01
10,TOR,-100,0.5,8.0,1,OVER,LAA,5,9.0,6.5,6.0,9.611138509331859,UNDER,2019,2019-05-01
11,CLE,100,0.5,6.5,1,UNDER,MIA,5,6.0,1.5,1.0,8.908074931645038,UNDER,2019,2019-05-01
12,PIT,100,0.0,10.5,1,OVER,TEX,5,12.0,15.0,15.0,11.099719347221859,OVER,2019,2019-05-01
13,LAD,-100,0.0,7.0,1,UNDER,SF,5,3.0,3.0,3.0,9.167088384544924,OVER,2019,2019-05-01
14,OAK,100,0.0,9.5,1,OVER,BOS,5,10.0,14.0,14.0,10.67813418707139,OVER,2019,2019-05-01
0,KC,100,6.0,7.5,21,OVER,NYY,4,13.0,4.0,10.0,10.235311168461644,OVER,2019,2019-04-21
1,SF,-100,5.5,7.0,21,UNDER,PIT,4,5.0,1.5,7.0,9.731213019351106,OVER,2019,2019-04-21
2,HOU,-100,4.0,10.5,21,OVER,TEX,4,21.0,10.0,6.0,9.696044137915015,UNDER,2019,2019-04-21
3,CIN,-100,4.0,7.5,21,UNDER,SD,4,7.0,4.0,8.0,9.8735973750015,OVER,2019,2019-04-21
4,TOR,-100,3.5,8.0,21,OVER,OAK,4,9.0,6.5,3.0,9.609453396207273,UNDER,2019,2019-04-21
5,NYM,-100,3.0,9.0,21,OVER,STL,4,10.0,8.0,5.0,9.678874154164095,UNDER,2019,2019-04-21
6,ATL,-100,2.5,8.0,21,OVER,CLE,4,16.0,6.5,4.0,9.661906991651453,UNDER,2019,2019-04-21
7,BOS,100,2.0,7.5,21,UNDER,TB,4,7.0,4.0,2.0,9.388464098399627,UNDER,2019,2019-04-21
8,WSH,100,0.5,7.0,21,UNDER,MIA,4,5.0,1.5,1.0,8.519762572767192,UNDER,2019,2019-04-21
9,SEA,100,0.0,9.5,21,OVER,LAA,4,14.0,9.0,9.0,10.107894844930069,OVER,2019,2019-04-21
0,ATL,100,6.0,9.0,12,UNDER,ARI,5,8.0,9.0,3.0,9.120823655820328,UNDER,2019,2019-05-12
1,CWS,100,6.0,8.5,12,UNDER,TOR,5,6.0,7.0,1.0,9.057892042029794,UNDER,2019,2019-05-12
2,LAA,-100,6.0,8.0,12,UNDER,BAL,5,6.0,5.0,11.0,10.4074025920095,OVER,2019,2019-05-12
3,DET,-100,3.0,8.5,12,UNDER,MIN,5,8.0,7.0,10.0,10.267110152332107,OVER,2019,2019-05-12
4,MIL,-100,2.5,7.5,12,UNDER,CHC,5,5.0,3.5,6.0,9.775255782122306,OVER,2019,2019-05-12
5,NYY,100,2.5,7.0,12,OVER,TB,5,8.0,1.5,4.0,9.266050812939444,OVER,2019,2019-05-12
6,SD,-100,2.0,12.0,12,OVER,COL,5,17.0,11.0,9.0,10.102274358099825,UNDER,2019,2019-05-12
7,SEA,-100,2.0,10.0,12,OVER,BOS,5,13.0,10.0,8.0,9.924389951571351,UNDER,2019,2019-05-12
8,WSH,-100,1.5,7.5,12,UNDER,LAD,5,6.0,3.5,5.0,9.564479121065796,OVER,2019,2019-05-12
9,CIN,100,0.5,7.0,12,OVER,SF,5,11.0,1.5,2.0,9.076455707566756,OVER,2019,2019-05-12
10,PIT,100,0.0,8.5,12,OVER,STL,5,16.0,7.0,7.0,9.90559153155985,OVER,2019,2019-05-12
0,TB,-100,1.5,8.0,2,UNDER,KC,5,4.0,2.5,4.0,9.598783745782072,OVER,2019,2019-05-02
1,STL,-100,1.0,9.0,2,UNDER,WSH,5,3.0,6.0,7.0,10.513345079751002,OVER,2019,2019-05-02
2,COL,-100,1.0,8.5,2,OVER,MIL,5,17.0,4.0,3.0,9.37860212180058,UNDER,2019,2019-05-02
3,TOR,100,1.0,9.0,2,UNDER,LAA,5,8.0,6.0,5.0,9.862343760766176,UNDER,2019,2019-05-02
4,HOU,-100,0.5,8.0,2,OVER,MIN,5,10.0,2.5,2.0,9.346636706186077,UNDER,2019,2019-05-02
5,BOS,100,0.0,9.0,2,OVER,CWS,5,10.0,6.0,6.0,10.376143772390932,OVER,2019,2019-05-02
6,CIN,-100,0.0,7.5,2,UNDER,NYM,5,1.0,1.0,1.0,9.27171979664083,OVER,2019,2019-05-02
0,MIA,100,9.0,8.0,27,OVER,PHI,4,21.0,3.0,12.0,11.133848017300194,OVER,2019,2019-04-27
1,CHC,100,7.0,10.5,27,UNDER,ARI,4,10.0,12.0,5.0,9.6708507760596,UNDER,2019,2019-04-27
2,CLE,100,7.0,9.0,27,UNDER,HOU,4,7.0,9.0,2.0,9.383329496699968,UNDER,2019,2019-04-27
3,BAL,100,5.0,8.5,27,OVER,MIN,4,11.0,5.0,10.0,10.851078698223203,OVER,2019,2019-04-27
4,OAK,100,5.0,9.0,27,UNDER,TOR,4,8.0,9.0,4.0,9.65597267375437,UNDER,2019,2019-04-27
5,NYY,100,5.0,7.0,27,OVER,SF,4,10.0,1.0,6.0,9.746271887272997,OVER,2019,2019-04-27
6,TEX,-100,2.0,8.5,27,OVER,SEA,4,16.0,5.0,3.0,9.59996099890826,UNDER,2019,2019-04-27
7,SD,100,2.0,8.5,27,OVER,WSH,4,11.0,5.0,7.0,9.812951430222157,OVER,2019,2019-04-27
8,TB,-100,2.0,9.0,27,UNDER,BOS,4,3.0,9.0,11.0,10.943082296321514,OVER,2019,2019-04-27
9,MIL,-100,1.0,7.5,27,OVER,NYM,4,14.0,2.0,1.0,8.961189474129736,UNDER,2019,2019-04-27
10,LAA,-100,1.0,9.0,27,OVER,KC,4,13.0,9.0,8.0,10.533144515359849,UNDER,2019,2019-04-27
11,CIN,0,0.0,9.0,27,PUSH,STL,4,9.0,9.0,9.0,10.61372593551723,OVER,2019,2019-04-27
0,LAA,100,4.0,8.5,2,UNDER,SEA,4,3.0,6.0,2.0,9.679909649500864,UNDER,2019,2019-04-02
1,MIN,100,2.0,7.0,2,OVER,KC,4,9.0,2.0,4.0,10.090290953654911,OVER,2019,2019-04-02
2,BOS,-100,1.0,8.0,2,UNDER,OAK,4,1.0,5.0,6.0,10.358570101714342,OVER,2019,2019-04-02
3,ARI,100,1.0,7.5,2,OVER,SD,4,13.0,4.0,5.0,10.186554548847457,OVER,2019,2019-04-02
4,SF,100,1.0,7.0,2,OVER,LAD,4,11.0,2.0,3.0,9.972627108606511,OVER,2019,2019-04-02
5,COL,100,1.0,7.0,2,UNDER,TB,4,4.0,2.0,1.0,8.519738708364429,UNDER,2019,2019-04-02
0,STL,-100,4.0,10.0,5,OVER,CHC,5,18.0,9.0,5.0,10.010212509885132,UNDER,2019,2019-05-05
1,WSH,-100,3.5,8.5,5,UNDER,PHI,5,8.0,5.5,9.0,10.454310735059966,OVER,2019,2019-05-05
2,NYM,100,3.0,9.0,5,UNDER,MIL,5,5.0,7.0,4.0,9.846916127118094,UNDER,2019,2019-05-05
3,SF,100,3.0,8.0,5,OVER,CIN,5,11.0,3.0,6.0,10.016444597424384,OVER,2019,2019-05-05
4,KC,-100,2.5,8.5,5,UNDER,DET,5,7.0,5.5,8.0,10.405337296152053,OVER,2019,2019-05-05
5,BOS,-100,1.0,9.5,5,OVER,CWS,5,11.0,8.0,7.0,10.172069678458886,UNDER,2019,2019-05-05
6,LAD,-100,1.0,8.0,5,OVER,SD,5,13.0,3.0,2.0,9.225324366160807,UNDER,2019,2019-05-05
7,ATL,-100,0.0,7.5,5,UNDER,MIA,5,4.0,1.0,1.0,8.145056153120187,OVER,2019,2019-05-05
8,OAK,0,0.0,8.0,5,PUSH,PIT,5,8.0,3.0,3.0,9.586926640719154,OVER,2019,2019-05-05
0,MIA,-100,11.0,7.5,28,UNDER,PHI,4,6.0,2.0,13.0,10.308422447959023,OVER,2019,2019-04-28
1,CIN,-100,9.0,7.5,28,UNDER,STL,4,7.0,2.0,11.0,9.746822480894377,OVER,2019,2019-04-28
2,TEX,-100,8.5,9.0,28,OVER,SEA,4,15.0,10.5,2.0,8.686038266690149,UNDER,2019,2019-04-28
3,OAK,100,7.5,9.5,28,UNDER,TOR,4,9.0,12.5,5.0,8.91782004589782,UNDER,2019,2019-04-28
4,CHC,-100,6.5,8.5,28,OVER,ARI,4,11.0,7.5,1.0,8.675813437038826,UNDER,2019,2019-04-28
5,COL,-100,4.5,9.0,28,OVER,ATL,4,15.0,10.5,6.0,9.335802977575968,UNDER,2019,2019-04-28
6,CLE,100,4.5,8.5,28,UNDER,HOU,4,5.0,7.5,3.0,8.689090397440934,UNDER,2019,2019-04-28
7,DET,-100,4.5,8.0,28,UNDER,CWS,4,5.0,4.5,9.0,9.663545125427328,OVER,2019,2019-04-28
8,BAL,-100,4.5,8.5,28,UNDER,MIN,4,5.0,7.5,12.0,10.119429747154275,OVER,2019,2019-04-28
9,TB,-100,2.5,8.0,28,UNDER,BOS,4,7.0,4.5,7.0,9.441692479205962,OVER,2019,2019-04-28
10,LAA,-100,2.5,9.5,28,OVER,KC,4,10.0,12.5,10.0,9.72677876499552,UNDER,2019,2019-04-28
11,NYY,100,2.0,7.5,28,OVER,SF,4,16.0,2.0,4.0,8.773849715039557,OVER,2019,2019-04-28
12,SD,100,0.5,8.5,28,OVER,WSH,4,13.0,7.5,8.0,9.502646870151857,OVER,2019,2019-04-28
0,TB,0,3.0,7.0,5,PUSH,SF,4,7.0,1.0,4.0,9.396807340639636,OVER,2019,2019-04-05
1,LAD,-100,1.0,11.0,5,OVER,COL,4,16.0,4.0,3.0,9.291025224723608,UNDER,2019,2019-04-05
2,BOS,-100,1.0,9.0,5,OVER,ARI,4,23.0,3.0,2.0,8.62343151712467,UNDER,2019,2019-04-05
3,OAK,100,1.0,8.5,5,UNDER,HOU,4,5.0,2.0,1.0,8.441382088681822,UNDER,2019,2019-04-05
0,WSH,0,8.5,7.0,11,PUSH,LAD,5,7.0,1.5,10.0,9.743785632589724,OVER,2019,2019-05-11
1,TEX,-100,8.0,9.0,11,OVER,HOU,5,15.0,10.0,2.0,9.026538682928075,UNDER,2019,2019-05-11
2,PIT,-100,7.0,7.5,11,UNDER,STL,5,3.0,4.0,11.0,9.845410108676344,OVER,2019,2019-05-11
3,NYY,-100,6.5,8.5,11,OVER,TB,5,9.0,7.5,1.0,8.481852422860893,UNDER,2019,2019-05-11
4,SEA,-100,6.0,11.5,11,OVER,BOS,5,14.0,15.0,9.0,9.70879538648759,UNDER,2019,2019-05-11
5,MIA,-100,5.5,7.0,11,UNDER,NYM,5,5.0,1.5,7.0,9.274903149042562,OVER,2019,2019-05-11
6,CWS,-100,3.5,8.5,11,OVER,TOR,5,9.0,7.5,4.0,9.040279250522136,UNDER,2019,2019-05-11
7,PHI,-100,2.0,9.0,11,UNDER,KC,5,7.0,10.0,12.0,9.851151983885993,OVER,2019,2019-05-11
8,ATL,-100,2.0,9.0,11,OVER,ARI,5,10.0,10.0,8.0,9.356212199122217,UNDER,2019,2019-05-11
9,LAA,-100,1.5,9.5,11,UNDER,BAL,5,9.0,12.5,14.0,9.903813175325745,OVER,2019,2019-05-11
10,CIN,-100,1.0,7.5,11,OVER,SF,5,9.0,4.0,3.0,9.033042539972453,UNDER,2019,2019-05-11
11,SD,-100,1.0,10.0,11,UNDER,COL,5,7.0,14.0,15.0,10.400631484326254,OVER,2019,2019-05-11
12,MIL,-100,1.0,7.5,11,UNDER,CHC,5,3.0,4.0,5.0,9.201034397289623,OVER,2019,2019-05-11
13,DET,-100,0.5,9.5,11,UNDER,MIN,5,8.0,12.5,13.0,9.894693421192477,OVER,2019,2019-05-11
14,CLE,-100,0.0,8.0,11,UNDER,OAK,5,5.0,6.0,6.0,9.237339382976616,OVER,2019,2019-05-11
0,MIN,-100,5.5,9.5,18,OVER,SEA,5,22.0,7.5,2.0,9.141239264344149,UNDER,2019,2019-05-18
1,KC,0,5.5,9.0,18,PUSH,LAA,5,9.0,5.5,11.0,10.187939629435325,OVER,2019,2019-05-18
2,OAK,-100,3.5,9.0,18,UNDER,DET,5,5.0,5.5,9.0,9.915035229552087,OVER,2019,2019-05-18
3,HOU,100,3.0,10.5,18,UNDER,BOS,5,10.0,11.0,8.0,9.86281449669217,UNDER,2019,2019-05-18
4,TB,-100,3.0,8.5,18,UNDER,NYY,5,3.0,3.0,6.0,9.810545832571133,OVER,2019,2019-05-18
5,MIL,100,2.5,9.5,18,UNDER,ATL,5,7.0,7.5,5.0,9.584084451689698,UNDER,2019,2019-05-18
6,LAD,100,2.5,10.0,18,UNDER,CIN,5,4.0,9.5,7.0,9.840187032242973,UNDER,2019,2019-05-18
7,CHC,-100,1.0,8.5,18,UNDER,WSH,5,7.0,3.0,4.0,9.380268629231988,OVER,2019,2019-05-18
8,COL,-100,0.5,10.0,18,UNDER,PHI,5,3.0,9.5,10.0,10.143997576384148,OVER,2019,2019-05-18
9,SF,100,0.0,8.5,18,OVER,ARI,5,13.0,3.0,3.0,9.30919352534835,OVER,2019,2019-05-18
10,NYM,-100,0.0,7.5,18,UNDER,MIA,5,2.0,1.0,1.0,8.230627490505688,OVER,2019,2019-05-18
11,STL,-100,0.0,12.5,18,UNDER,TEX,5,10.0,12.0,12.0,10.958918062887216,OVER,2019,2019-05-18
0,TEX,-100,6.5,9.5,24,OVER,OAK,4,11.0,9.5,3.0,9.232922954734633,UNDER,2019,2019-04-24
1,MIL,-100,6.0,8.5,24,UNDER,STL,4,7.0,5.0,11.0,10.085905380782377,OVER,2019,2019-04-24
2,LAD,100,5.5,8.0,24,OVER,CHC,4,13.0,2.5,8.0,9.635765813740957,OVER,2019,2019-04-24
3,ATL,100,4.5,9.5,24,UNDER,CIN,4,4.0,9.5,5.0,9.425439582698512,UNDER,2019,2019-04-24
4,NYY,-100,4.0,8.5,24,OVER,LAA,4,11.0,5.0,1.0,8.488372133095554,UNDER,2019,2019-04-24
5,CWS,100,3.5,9.5,24,UNDER,BAL,4,7.0,9.5,6.0,9.503483568056666,UNDER,2019,2019-04-24
6,MIA,-100,3.0,9.0,24,UNDER,CLE,4,8.0,7.0,10.0,9.863962466813355,OVER,2019,2019-04-24
7,KC,100,3.0,7.0,24,OVER,TB,4,12.0,1.0,4.0,9.39055319166772,OVER,2019,2019-04-24
8,SEA,-100,2.0,8.5,24,UNDER,SD,4,1.0,5.0,7.0,9.525422535735935,OVER,2019,2019-04-24
9,ARI,-100,0.5,8.0,24,OVER,PIT,4,13.0,2.5,2.0,9.150006116576082,UNDER,2019,2019-04-24
10,DET,-100,0.5,9.5,24,OVER,BOS,4,15.0,9.5,9.0,9.65089591237575,UNDER,2019,2019-04-24
11,WSH,100,0.0,10.5,24,OVER,COL,4,14.0,12.0,12.0,10.589398923696944,OVER,2019,2019-04-24
0,CLE,-100,4.5,7.0,10,UNDER,DET,4,5.0,1.5,6.0,9.401656441779124,OVER,2019,2019-04-10
1,NYY,-100,2.5,8.0,10,OVER,HOU,4,14.0,4.5,2.0,8.960525368259372,UNDER,2019,2019-04-10
2,SD,100,1.5,8.0,10,UNDER,SF,4,4.0,4.5,3.0,9.086082296856038,UNDER,2019,2019-04-10
3,MIL,-100,0.5,8.0,10,UNDER,LAA,4,6.0,4.5,5.0,9.401473819070157,OVER,2019,2019-04-10
4,TEX,100,0.5,8.0,10,UNDER,ARI,4,7.0,4.5,4.0,9.165109676563887,UNDER,2019,2019-04-10
5,MIN,-100,0.5,7.0,10,OVER,NYM,4,15.0,1.5,1.0,8.791131917080483,UNDER,2019,2019-04-10
6,TB,100,0.0,8.5,10,OVER,CWS,4,10.0,7.0,7.0,9.845235208666793,OVER,2019,2019-04-10
0,TOR,100,6.5,8.0,9,OVER,BOS,4,12.0,2.5,9.0,11.186068447140276,OVER,2019,2019-04-09
1,OAK,-100,4.0,9.5,9,OVER,BAL,4,15.0,8.0,4.0,10.28808645587424,UNDER,2019,2019-04-09
2,MIL,-100,3.0,8.5,9,OVER,LAA,4,19.0,5.0,2.0,9.696748952627877,UNDER,2019,2019-04-09
3,ATL,100,3.0,10.5,9,UNDER,COL,4,8.0,9.0,6.0,10.958082365006511,UNDER,2019,2019-04-09
4,WSH,100,2.5,8.0,9,OVER,PHI,4,16.0,2.5,5.0,10.893750422916758,OVER,2019,2019-04-09
5,MIA,100,2.0,8.5,9,OVER,CIN,4,14.0,5.0,7.0,10.958856923880779,OVER,2019,2019-04-09
6,TEX,-100,2.0,8.5,9,OVER,ARI,4,9.0,5.0,3.0,9.712088103711393,UNDER,2019,2019-04-09
7,SEA,0,1.0,9.0,9,PUSH,KC,4,9.0,7.0,8.0,11.182880963821475,OVER,2019,2019-04-09
8,SD,100,0.0,7.5,9,OVER,SF,4,9.0,1.0,1.0,9.307339081042734,OVER,2019,2019-04-09
0,CWS,100,3.0,9.0,20,UNDER,HOU,5,3.0,5.0,2.0,8.547763406847437,UNDER,2019,2019-05-20
1,OAK,100,3.0,8.0,20,OVER,CLE,5,10.0,2.0,5.0,10.415877203658633,OVER,2019,2019-05-20
2,PHI,100,2.5,8.5,20,OVER,CHC,5,9.0,3.5,6.0,10.467635954602097,OVER,2019,2019-05-20
3,WSH,100,2.5,8.5,20,UNDER,NYM,5,8.0,3.5,1.0,8.113002146564227,UNDER,2019,2019-05-20
4,NYY,-100,2.0,9.5,20,OVER,BAL,5,17.0,6.0,4.0,10.054265408725497,UNDER,2019,2019-05-20
5,ARI,-100,2.0,6.5,20,UNDER,SD,5,3.0,1.0,3.0,9.56583679265156,OVER,2019,2019-05-20
6,SEA,100,0.0,11.0,20,OVER,TEX,5,19.0,7.0,7.0,10.492747720683855,OVER,2019,2019-05-20
0,MIN,-100,11.0,9.5,23,OVER,HOU,4,14.0,12.0,1.0,8.528491398255085,UNDER,2019,2019-04-23
1,MIA,-100,10.5,7.5,23,UNDER,CLE,4,4.0,1.5,12.0,10.536816296808794,OVER,2019,2019-04-23
2,DET,-100,8.5,7.5,23,UNDER,BOS,4,6.0,1.5,10.0,10.097241167386963,OVER,2019,2019-04-23
3,PHI,-100,6.0,8.5,23,OVER,NYM,4,9.0,8.0,2.0,8.710576088950923,UNDER,2019,2019-04-23
4,NYY,-100,5.0,8.5,23,OVER,LAA,4,12.0,8.0,3.0,9.02082407296052,UNDER,2019,2019-04-23
5,SF,-100,4.0,8.5,23,OVER,TOR,4,13.0,8.0,4.0,9.103774412013113,UNDER,2019,2019-04-23
6,TEX,100,3.5,8.0,23,OVER,OAK,4,16.0,4.5,8.0,9.879675825110619,OVER,2019,2019-04-23
7,ATL,-100,3.0,9.5,23,OVER,CIN,4,13.0,12.0,9.0,9.91374916576249,UNDER,2019,2019-04-23
8,LAD,100,2.5,8.0,23,OVER,CHC,4,9.0,4.5,7.0,9.630683734265283,OVER,2019,2019-04-23
9,ARI,-100,1.5,8.0,23,UNDER,PIT,4,3.0,4.5,6.0,9.367016526837773,OVER,2019,2019-04-23
10,DET,-100,1.0,9.0,23,UNDER,BOS,4,6.0,10.0,11.0,10.154518706886812,OVER,2019,2019-04-23
11,CWS,100,1.0,9.5,23,OVER,BAL,4,10.0,12.0,13.0,10.593253935811813,OVER,2019,2019-04-23
12,SEA,100,0.5,8.0,23,OVER,SD,4,9.0,4.5,5.0,9.28681629047565,OVER,2019,2019-04-23
0,CWS,100,3.5,9.0,18,OVER,DET,4,16.0,1.5,5.0,10.223600489358152,OVER,2019,2019-04-18
1,PHI,100,3.0,11.0,18,UNDER,COL,4,8.0,5.0,2.0,9.822722662921654,UNDER,2019,2019-04-18
2,LAD,100,2.0,9.5,18,UNDER,MIL,4,4.0,3.0,1.0,9.20843374014229,UNDER,2019,2019-04-18
3,KC,-100,1.5,9.0,18,UNDER,NYY,4,7.0,1.5,3.0,10.060653036219225,OVER,2019,2019-04-18
4,SEA,100,0.0,10.0,18,OVER,LAA,4,21.0,4.0,4.0,10.159888129090225,OVER,2019,2019-04-18
0,MIN,-100,6.0,9.5,16,OVER,SEA,5,17.0,7.0,1.0,9.128092841517569,UNDER,2019,2019-05-16
1,BAL,100,5.0,9.0,16,OVER,CLE,5,21.0,5.0,10.0,10.777001165111884,OVER,2019,2019-05-16
2,CHC,-100,5.0,8.0,16,UNDER,CIN,5,6.0,2.0,7.0,10.129989945408107,OVER,2019,2019-05-16
3,STL,-100,4.5,10.0,16,OVER,ATL,5,12.0,8.5,4.0,9.932246700474707,UNDER,2019,2019-05-16
4,OAK,100,3.0,8.5,16,OVER,DET,5,20.0,3.0,6.0,10.129748188001779,OVER,2019,2019-05-16
5,MIL,-100,3.0,9.0,16,OVER,PHI,5,14.0,5.0,2.0,9.218263057652347,UNDER,2019,2019-05-16
6,PIT,-100,2.0,7.5,16,UNDER,SD,5,7.0,1.0,3.0,9.787535388482414,OVER,2019,2019-05-16
7,TEX,-100,2.0,10.5,16,OVER,KC,5,17.0,10.0,8.0,10.2939988594306,UNDER,2019,2019-05-16
8,TOR,-100,0.5,10.0,16,UNDER,CWS,5,6.0,8.5,9.0,10.300494930079175,OVER,2019,2019-05-16
9,NYM,100,0.0,9.0,16,OVER,WSH,5,13.0,5.0,5.0,10.127420423437815,OVER,2019,2019-05-16
0,MIN,100,8.0,7.5,3,OVER,NYY,5,9.0,2.0,10.0,10.148688753777467,OVER,2019,2019-05-03
1,TB,100,7.0,9.5,3,UNDER,BAL,5,7.0,10.0,3.0,9.322410975968108,UNDER,2019,2019-05-03
2,WSH,100,6.0,9.5,3,UNDER,PHI,5,6.0,10.0,4.0,9.376065013669256,UNDER,2019,2019-05-03
3,ARI,-100,6.0,11.0,3,OVER,COL,5,19.0,12.0,6.0,9.559817485660387,UNDER,2019,2019-05-03
4,BOS,-100,4.0,8.0,3,UNDER,CWS,5,7.0,5.0,9.0,10.086462841134967,OVER,2019,2019-05-03
5,ATL,-100,4.0,8.0,3,OVER,MIA,5,9.0,5.0,1.0,7.9861384509367825,UNDER,2019,2019-05-03
6,SEA,-100,3.5,8.5,3,UNDER,CLE,5,3.0,7.5,11.0,10.460808036101794,OVER,2019,2019-05-03
7,STL,-100,3.0,7.5,3,UNDER,CHC,5,4.0,2.0,5.0,9.558210080087514,OVER,2019,2019-05-03
8,TOR,-100,2.0,9.5,3,UNDER,TEX,5,1.0,10.0,12.0,11.256332654478712,OVER,2019,2019-05-03
9,OAK,100,2.0,8.0,3,OVER,PIT,5,15.0,5.0,7.0,9.634793126884848,OVER,2019,2019-05-03
10,KC,-100,0.5,8.5,3,UNDER,DET,5,7.0,7.5,8.0,9.863825004167477,OVER,2019,2019-05-03
11,LAD,-100,0.0,7.5,3,UNDER,SD,5,7.0,2.0,2.0,8.515163412577778,OVER,2019,2019-05-03
0,LAD,100,9.0,10.0,17,UNDER,CIN,5,6.0,14.0,5.0,10.023448557751859,UNDER,2019,2019-05-17
1,TOR,100,5.5,9.0,17,OVER,CWS,5,12.0,6.5,12.0,10.54847815071248,OVER,2019,2019-05-17
2,TB,100,5.5,9.5,17,UNDER,NYY,5,7.0,11.5,6.0,10.091162088896004,UNDER,2019,2019-05-17
3,PIT,100,5.0,7.0,17,OVER,SD,5,8.0,2.0,7.0,10.115240405919042,OVER,2019,2019-05-17
4,OAK,0,4.5,9.0,17,PUSH,DET,5,9.0,6.5,11.0,10.429013404041259,OVER,2019,2019-05-17
